#Position (bp)	Coverage	Std
2586908.5	34.642999480460844	57.51696114769794
7760724.5	34.69929332624121	17.407436415851254
1.29345405E7	34.0677283459636	16.456809833328105
1.81083565E7	33.20467909952731	15.948836309733814
2.32821725E7	35.11848333995643	15.660969651244239
2.84559885E7	33.71022761536166	16.196649611481586
3.36298045E7	33.337259771124444	15.906038809793877
3.88036205E7	33.03865599395108	14.556864046958188
4.39774365E7	33.20104657761312	14.501428975515719
4.91512525E7	33.98521613447405	16.645702171280703
5.43250685E7	34.15549316017423	14.527686102250428
5.94988845E7	32.3843951930258	15.01372747586128
6.46727005E7	33.67423541927274	15.190753471852158
6.98465165E7	26.285931505874967	14.778528408261442
7.50203325E7	20.87496327662213	13.406523490241895
8.01941485E7	21.063628664026705	12.933954848585214
8.53679645E7	22.642234281234586	13.426405584054148
9.05417805E7	22.46068259868538	19.242166991632537
9.57155965E7	24.136403188671572	15.20336698383225
1.008894125E8	24.652724217482803	16.024110892466595
1.060632285E8	25.162597200982795	16.044565271511367
1.112370445E8	24.066216115919083	14.914140610355513
1.164108605E8	23.00460259893278	22.401413511386338
1.215846765E8	23.406063918778713	13.746178266121388
1.267584925E8	23.789761174344044	15.207961651228127
1.319323085E8	23.91665088205688	15.664822505152602
1.371061245E8	23.085254867973656	15.135281971741072
1.422799405E8	23.055660270871634	13.722473915687488
1.474537565E8	21.964888778418096	15.92287990189461
1.526275725E8	19.343525359231947	17.010830554711326
1.578013885E8	18.723907653461197	14.805744594265184
1.629752045E8	14.618125576943594	15.401177032406325
1.681490205E8	19.94452779147925	14.381649028192117
1.733228365E8	16.83452040041625	14.991760586772186
1.784966525E8	21.39190744317154	12.746927975162512
1.836704685E8	19.144305286465542	14.35004375240679
1.888442845E8	19.64383116832914	14.498611429926932
1.940181005E8	18.773708806034076	14.88954686435928
1.991919165E8	17.00158200446247	14.954203763593323
2.043657325E8	18.855235478030142	14.859083580821364
2.095395485E8	13.058133300449803	18.12190686319298
2.147133645E8	17.02400220649517	14.799547881298345
