NChap1_final_00000006	Y1	99.740	385	1	0	1	385	534	343088973	343088589	343398141	0.0	706	382
NChap1_final_00000014	Y1	99.853	682	1	0	1	682	1095	343040025	343040706	343398141	0.0	1254	679
NChap1_final_00000014	A1	100.000	28	0	0	1042	1069	1095	126427121	126427148	467141259	2.29e-04	52.8	28
NChap1_final_00000030	Y1	99.765	426	1	0	172	597	597	342878751	342879176	343398141	0.0	782	423
NChap1_final_00000040	Y1	98.979	979	10	0	1	979	1527	342786989	342786011	343398141	0.0	1753	949
NChap1_final_00000040	A2	100.000	70	0	0	1458	1527	1527	142274545	142274476	327917628	1.45e-27	130	70
NChap1_final_00000040	A1	100.000	68	0	0	1460	1527	1527	226482952	226483019	467141259	1.87e-26	126	68
NChap1_final_00000040	A4	97.297	74	1	1	1455	1527	1527	37395123	37395196	174131248	6.74e-26	124	67
NChap1_final_00000040	Y2	100.000	66	0	0	1462	1527	1527	21022513	21022578	347874410	2.42e-25	122	66
NChap1_final_00000059	Y1	100.000	197	0	0	625	821	1026	342679897	342679701	343398141	2.43e-98	364	197
NChap1_final_00000059	Y2	97.368	76	2	0	304	379	1026	340908814	340908739	347874410	9.63e-28	130	70
NChap1_final_00000158	Y1	98.728	393	5	0	852	1244	1337	341455960	341456352	343398141	0.0	699	378
NChap1_final_00000185	Y1	99.823	566	1	0	767	1332	1520	341225444	341226009	343398141	0.0	1040	563
NChap1_final_00000186	Y1	100.000	547	0	0	1	547	1400	341218999	341219545	343398141	0.0	1011	547
NChap1_final_00000186	A2	90.984	122	10	1	421	541	1400	142363757	142363878	327917628	1.31e-37	163	88
NChap1_final_00000213	Y1	99.522	627	3	0	1	627	1513	340780992	340781618	343398141	0.0	1142	618
NChap1_final_00000213	A1	97.345	113	3	0	1074	1186	1513	318095921	318095809	467141259	1.80e-46	193	104
NChap1_final_00000213	Y2	96.154	104	4	0	802	905	1513	64348236	64348133	347874410	8.45e-40	171	92
NChap1_final_00000213	A2	93.258	89	6	0	1183	1271	1513	324641865	324641777	327917628	3.99e-28	132	71
NChap1_final_00000216	Y1	100.000	1122	0	0	2297	3418	4355	340769712	340770833	343398141	0.0	2073	1122
NChap1_final_00000216	Y2	81.410	312	56	2	3972	4282	4355	76974014	76974324	347874410	2.38e-64	254	137
NChap1_final_00000216	A1	91.096	146	13	0	3771	3916	4355	456929455	456929310	467141259	1.13e-47	198	107
NChap1_final_00000237	Y1	100.000	151	0	0	1	151	279	340591074	340591224	343398141	2.28e-73	279	151
NChap1_final_00000245	Y1	99.497	597	3	0	1	597	597	340443186	340442590	343398141	0.0	1086	588
NChap1_final_00000254	Y1	100.000	372	0	0	1	372	405	340376959	340376588	343398141	0.0	688	372
NChap1_final_00000274	Y1	99.194	372	3	0	1	372	372	340174206	340174577	343398141	0.0	671	363
NChap1_final_00000287	Y1	95.349	43	2	0	507	549	750	339921136	339921178	343398141	1.54e-09	69.4	37
NChap1_final_00000292	Y1	99.058	531	5	0	1	531	567	340040116	340039586	343398141	0.0	953	516
NChap1_final_00000373	Y1	99.764	423	1	0	1	423	423	339157729	339158151	343398141	0.0	776	420
NChap1_final_00000388	Y1	99.724	1809	5	0	1	1809	1809	338872398	338874206	343398141	0.0	3314	1794
NChap1_final_00000428	Y1	98.842	259	3	0	557	815	1056	338415972	338415714	343398141	8.61e-128	462	250
NChap1_final_00000428	A1	100.000	34	0	0	1023	1056	1056	132700427	132700394	467141259	1.02e-07	63.9	34
NChap1_final_00000428	Y2	100.000	32	0	0	1025	1056	1056	219954534	219954503	347874410	1.32e-06	60.2	32
NChap1_final_00000428	A4	100.000	32	0	0	1025	1056	1056	92195851	92195820	174131248	1.32e-06	60.2	32
NChap1_final_00000428	A2	100.000	31	0	0	1026	1056	1056	148407269	148407239	327917628	4.75e-06	58.4	31
NChap1_final_00000449	Y1	99.850	1332	2	0	82	1413	1413	338069272	338070603	343398141	0.0	2449	1326
NChap1_final_00000461	Y1	99.376	481	3	0	780	1260	1260	337888387	337887907	343398141	0.0	872	472
NChap1_final_00000461	A2	97.959	98	1	1	674	770	1260	163964691	163964594	327917628	2.52e-39	169	91
NChap1_final_00000694	Y1	99.471	189	1	0	529	717	717	334033772	334033584	343398141	2.18e-92	344	186
NChap1_final_00000718	Y1	99.814	2152	4	0	122	2273	2273	333538944	333541095	343398141	0.0	3952	2140
NChap1_final_00000721	Y1	98.929	280	2	1	306	585	651	333521347	333521625	343398141	3.98e-139	499	270
NChap1_final_00000751	Y1	99.291	2679	19	0	1	2679	2968	333006909	333009587	343398141	0.0	4843	2622
NChap1_final_00000773	Y1	99.606	761	3	0	551	1311	1311	332560345	332561105	343398141	0.0	1389	752
NChap1_final_00000776	Y1	100.000	324	0	0	1	324	416	332548485	332548808	343398141	2.38e-169	599	324
NChap1_final_00000796	Y1	100.000	677	0	0	1	677	1194	332227796	332228472	343398141	0.0	1251	677
NChap1_final_00000810	Y1	100.000	829	0	0	1	829	2852	332079603	332078775	343398141	0.0	1531	829
NChap1_final_00000810	A2	98.851	87	1	0	22	108	2852	59083199	59083285	327917628	4.50e-35	156	84
NChap1_final_00000820	Y1	100.000	169	0	0	473	641	970	331862208	331862040	343398141	8.41e-83	313	169
NChap1_final_00000820	A4	88.679	106	4	4	302	400	970	173360612	173360716	174131248	1.52e-25	122	66
NChap1_final_00000863	Y1	100.000	759	0	0	1	759	759	331137876	331138634	343398141	0.0	1402	759
NChap1_final_00000863	A1	92.378	328	25	0	92	419	759	267753581	267753254	467141259	1.32e-129	468	253
NChap1_final_00001030	Y1	99.781	456	1	0	190	645	645	328043947	328044402	343398141	0.0	837	453
NChap1_final_00001060	Y1	100.000	364	0	0	1	364	1101	327518306	327518669	343398141	0.0	673	364
NChap1_final_00001060	A1	100.000	52	0	0	649	700	1101	13989794	13989845	467141259	1.05e-17	97.1	52
NChap1_final_00001070	Y1	100.000	402	0	0	1	402	1176	327346856	327347257	343398141	0.0	743	402
NChap1_final_00001212	Y1	100.000	800	0	0	499	1298	1298	324485321	324484522	343398141	0.0	1478	800
NChap1_final_00001229	Y1	99.595	247	1	0	1	247	503	324175181	324174935	343398141	8.61e-125	451	244
NChap1_final_00001230	Y1	99.466	1124	3	2	476	1597	1597	324162891	324164013	343398141	0.0	2039	1104
NChap1_final_00001307	Y1	99.200	375	3	0	92	466	466	322033490	322033116	343398141	0.0	676	366
NChap1_final_00001307	A2	90.244	369	36	0	98	466	466	306114127	306113759	327917628	2.82e-134	483	261
NChap1_final_00001418	Y1	100.000	529	0	0	1211	1739	1739	318310365	318309837	343398141	0.0	977	529
NChap1_final_00001516	Y1	100.000	247	0	0	1	247	466	314857936	314858182	343398141	1.71e-126	457	247
NChap1_final_00001516	A2	97.738	221	5	0	246	466	466	7403285	7403065	327917628	1.06e-103	381	206
NChap1_final_00001554	Y1	100.000	531	0	0	868	1398	1722	313806646	313806116	343398141	0.0	981	531
NChap1_final_00001554	A1	85.802	162	22	1	493	653	1722	232514853	232515014	467141259	9.64e-40	171	92
NChap1_final_00001605	Y1	98.378	185	3	0	1	185	342	312201139	312200955	343398141	3.61e-87	326	176
NChap1_final_00001688	Y1	99.646	848	3	0	308	1155	1155	309586534	309585687	343398141	0.0	1550	839
NChap1_final_00001692	Y1	100.000	111	0	0	268	378	378	309430868	309430978	343398141	5.47e-51	206	111
NChap1_final_00001692	A1	99.123	114	1	0	265	378	378	124560771	124560884	467141259	5.47e-51	206	111
NChap1_final_00001692	A4	89.286	112	12	0	159	270	378	165063879	165063990	174131248	1.56e-31	141	76
NChap1_final_00001693	Y1	99.695	328	0	1	1	327	456	309396352	309396679	343398141	2.62e-169	599	324
NChap1_final_00001693	A1	98.171	328	5	1	1	327	456	124454578	124454905	467141259	5.71e-161	571	309
NChap1_final_00001696	Y1	97.143	385	2	1	1	376	655	309302139	309302523	343398141	0.0	641	347
NChap1_final_00001696	Y2	100.000	42	0	0	374	415	655	177886606	177886647	347874410	2.22e-12	78.7	42
NChap1_final_00001800	Y1	100.000	608	0	0	428	1035	1035	305936488	305935881	343398141	0.0	1123	608
NChap1_final_00001806	Y1	99.800	501	1	0	1	501	501	305737560	305737060	343398141	0.0	920	498
NChap1_final_00001816	Y1	99.751	401	1	0	207	607	607	305595653	305596053	343398141	0.0	736	398
NChap1_final_00001981	Y1	93.623	345	0	2	1	331	1486	299254528	299254864	343398141	1.21e-137	496	268
NChap1_final_00002020	Y1	99.559	680	3	0	1	680	1028	298412337	298411658	343398141	0.0	1240	671
NChap1_final_00002029	Y1	98.077	520	8	2	10	527	775	298014707	298014188	343398141	0.0	904	489
NChap1_final_00002182	Y1	100.000	181	0	0	182	362	738	292006362	292006182	343398141	1.35e-89	335	181
NChap1_final_00002182	A2	87.143	70	9	0	504	573	738	132196649	132196580	327917628	7.00e-13	80.5	43
NChap1_final_00002229	Y1	99.496	3373	14	1	1	3370	4062	290028762	290025390	343398141	0.0	6131	3320
NChap1_final_00002264	Y1	98.896	906	10	0	1801	2706	2706	287325769	287326674	343398141	0.0	1618	876
NChap1_final_00002390	Y1	99.425	348	2	0	1	348	1086	282853553	282853900	343398141	6.38e-179	632	342
NChap1_final_00002390	A2	100.000	134	0	0	953	1086	1086	320254705	320254838	327917628	2.70e-63	248	134
NChap1_final_00002390	A4	100.000	113	0	0	606	718	1086	125416393	125416281	174131248	1.28e-51	209	113
NChap1_final_00002390	A1	99.115	113	1	0	606	718	1086	139867691	139867803	467141259	5.93e-50	204	110
NChap1_final_00002390	Y2	100.000	67	0	0	717	783	1086	176504642	176504576	347874410	4.75e-26	124	67
NChap1_final_00002425	Y1	100.000	656	0	0	731	1386	1561	280650088	280649433	343398141	0.0	1212	656
NChap1_final_00002427	Y1	99.885	867	0	1	1	866	1278	280525241	280524375	343398141	0.0	1594	863
NChap1_final_00002427	A1	98.099	263	5	0	1016	1278	1278	159773938	159774200	467141259	1.36e-126	459	248
NChap1_final_00002427	Y2	95.819	287	5	2	992	1277	1278	108370910	108370630	347874410	4.87e-126	457	247
NChap1_final_00002427	A2	94.406	286	9	2	993	1278	1278	107784873	107785151	327917628	8.21e-119	433	234
NChap1_final_00002427	A4	94.406	286	9	3	993	1278	1278	132699752	132700030	174131248	8.21e-119	433	234
NChap1_final_00002498	Y1	98.655	892	12	0	1414	2305	2305	276334428	276335319	343398141	0.0	1581	856
NChap1_final_00002498	scaffold_490	92.373	118	5	3	1723	1838	2305	9531	9416	42638	6.03e-38	165	89
NChap1_final_00002498	A1	93.636	110	5	1	1727	1836	2305	215937858	215937965	467141259	2.17e-37	163	88
NChap1_final_00002498	A2	94.898	98	3	2	1740	1835	2305	33818797	33818894	327917628	4.69e-34	152	82
NChap1_final_00002498	A4	97.561	82	2	0	1748	1829	2305	129638721	129638802	174131248	1.02e-30	141	76
NChap1_final_00002498	Y2	97.222	72	1	1	1758	1829	2305	182922327	182922397	347874410	1.32e-24	121	65
NChap1_final_00002596	Y1	99.496	793	4	0	250	1042	1455	270777633	270778425	343398141	0.0	1443	781
NChap1_final_00002618	Y1	99.816	1089	2	0	344	1432	1434	269947988	269949076	343398141	0.0	2001	1083
NChap1_final_00002826	Y1	98.652	371	4	1	993	1362	1921	162366936	162367306	343398141	0.0	656	355
NChap1_final_00002850	Y2	97.204	751	11	4	1	744	1763	252334996	252335743	347874410	0.0	1262	683
NChap1_final_00002851	A1	96.262	107	4	0	199	305	1296	213613273	213613167	467141259	1.55e-41	176	95
NChap1_final_00002854	Y2	99.835	606	1	0	1946	2551	3183	195035134	195035739	347874410	0.0	1114	603
NChap1_final_00002872	Y1	98.643	221	3	0	11	231	1503	191651678	191651458	343398141	1.65e-106	392	212
NChap1_final_00002898	Y1	97.324	299	5	2	930	1228	1228	258599023	258599318	343398141	1.65e-140	505	273
NChap1_final_00002966	Y1	98.627	1020	13	1	56	1075	2091	158577900	158576882	343398141	0.0	1805	977
NChap1_final_00003039	Y1	98.442	385	5	1	325	708	862	205786388	205786772	343398141	0.0	676	366
NChap1_final_00003070	Y1	92.683	82	5	1	234	315	315	259562697	259562617	343398141	2.16e-24	117	63
NChap1_final_00003125	Y1	99.217	383	1	1	2583	2965	2965	302449707	302449327	343398141	0.0	689	373
NChap1_final_00003125	A2	98.133	375	7	0	2583	2957	2965	274535669	274535295	327917628	0.0	654	354
NChap1_final_00003125	Y2	93.438	381	23	1	2585	2965	2965	125571939	125572317	347874410	6.56e-158	564	305
NChap1_final_00003125	A1	93.176	381	24	1	2585	2965	2965	206438393	206438771	467141259	3.05e-156	558	302
NChap1_final_00003155	Y2	99.394	165	1	0	166	330	1726	263556336	263556500	347874410	1.18e-78	300	162
NChap1_final_00003158	Y1	97.180	461	10	1	4	464	978	96284984	96284527	343398141	0.0	776	420
NChap1_final_00003190	Y2	95.588	68	3	0	372	439	906	260504327	260504260	347874410	1.10e-21	110	59
NChap1_final_00003190	A2	85.246	61	9	0	700	760	906	318452333	318452273	327917628	8.72e-08	63.9	34
NChap1_final_00003212	Y2	89.375	160	11	3	2937	3091	3091	221971897	221971739	347874410	2.88e-47	196	106
NChap1_final_00003214	Y2	91.602	643	34	10	991	1632	1632	222022014	222021391	347874410	0.0	870	471
NChap1_final_00003214	A4	90.751	346	27	3	1288	1632	1632	148372133	148372474	174131248	6.26e-126	457	247
NChap1_final_00003219	Y1	92.991	214	15	0	1492	1705	1705	247653551	247653338	343398141	1.50e-82	313	169
NChap1_final_00003225	Y1	93.262	282	19	0	160	441	1446	23262088	23262369	343398141	9.39e-114	416	225
NChap1_final_00003225	A2	92.169	166	13	0	276	441	1446	234726693	234726528	327917628	2.82e-59	235	127
NChap1_final_00003288	Y1	95.197	458	22	0	1	458	1046	261010330	261010787	343398141	0.0	725	392
NChap1_final_00003293	Y1	97.002	467	14	0	1	467	1662	81338324	81338790	343398141	0.0	785	425
NChap1_final_00003322	Y1	97.917	384	8	0	1	384	2466	262426465	262426848	343398141	0.0	665	360
NChap1_final_00003322	A2	89.796	49	5	0	840	888	2466	143162956	143163004	327917628	2.42e-07	63.9	34
NChap1_final_00003352	Y1	98.387	434	7	0	218	651	651	209374668	209374235	343398141	0.0	763	413
NChap1_final_00003353	Y1	98.072	363	7	0	1	363	1722	209347717	209347355	343398141	1.02e-178	632	342
NChap1_final_00003353	A1	85.294	136	20	0	1069	1204	1722	74996789	74996654	467141259	7.56e-31	141	76
NChap1_final_00003356	Y1	95.796	452	13	1	421	872	872	175321027	175320582	343398141	0.0	725	392
NChap1_final_00003362	Y1	98.577	281	4	0	1	281	472	175682690	175682410	343398141	1.02e-138	497	269
NChap1_final_00003372	Y1	98.484	5277	80	0	1	5277	5358	176536046	176530770	343398141	0.0	9302	5037
NChap1_final_00003397	scaffold_169	95.238	357	16	1	629	984	984	81220	80864	96204	2.13e-158	564	305
NChap1_final_00003399	Y2	97.674	86	2	0	42	127	507	144836207	144836292	347874410	1.28e-33	148	80
NChap1_final_00003399	A4	96.512	86	3	0	42	127	507	137028785	137028700	174131248	5.94e-32	143	77
NChap1_final_00003400	A2	81.229	293	42	11	1388	1675	1899	152661382	152661098	327917628	8.06e-56	224	121
NChap1_final_00003404	A2	79.839	248	46	4	155	400	2935	3751588	3751343	327917628	9.89e-42	178	96
NChap1_final_00003406	Y2	93.077	260	15	3	377	635	1096	202740433	202740690	347874410	3.33e-102	377	204
NChap1_final_00003411	A2	90.244	82	8	0	1884	1965	2613	41020377	41020458	327917628	1.17e-20	108	58
NChap1_final_00003411	A1	87.037	54	7	0	1829	1882	2613	438938966	438939019	467141259	9.24e-07	62.1	33
NChap1_final_00003414	A1	94.203	69	4	0	269	337	1176	438229777	438229709	467141259	1.87e-20	106	57
NChap1_final_00003417	A2	100.000	52	0	0	2319	2370	2370	134447894	134447843	327917628	2.29e-17	97.1	52
NChap1_final_00003417	Y1	100.000	52	0	0	2319	2370	2370	309797537	309797588	343398141	2.29e-17	97.1	52
NChap1_final_00003417	Y2	100.000	52	0	0	2319	2370	2370	14471672	14471723	347874410	2.29e-17	97.1	52
NChap1_final_00003417	A1	98.077	52	1	0	2319	2370	2370	464924947	464924896	467141259	1.07e-15	91.6	49
NChap1_final_00003417	A4	98.077	52	1	0	2319	2370	2370	15215457	15215406	174131248	1.07e-15	91.6	49
NChap1_final_00003418	A2	89.744	117	12	0	587	703	1759	41166072	41166188	327917628	1.28e-33	150	81
NChap1_final_00003431	Y1	98.824	170	2	0	1	170	291	168566928	168567097	343398141	1.42e-80	303	164
NChap1_final_00003455	A2	78.594	313	59	7	1159	1467	1689	43040405	43040713	327917628	1.21e-48	200	108
NChap1_final_00003460	Y2	91.622	370	14	3	1308	1674	1869	270837997	270838352	347874410	1.52e-137	496	268
NChap1_final_00003471	A2	77.455	275	42	14	703	963	1923	43176291	43176559	327917628	1.82e-32	147	79
NChap1_final_00003477	A4	80.632	1012	194	2	1201	2212	3156	168255882	168254873	174131248	0.0	782	423
NChap1_final_00003477	Y2	97.196	214	5	1	641	853	3156	325369561	325369348	347874410	9.84e-97	361	195
NChap1_final_00003477	A2	84.615	91	10	1	556	642	3156	207602384	207602294	327917628	1.84e-14	87.9	47
NChap1_final_00003508	A2	79.250	1547	300	15	85	1619	2551	44468381	44466844	327917628	0.0	1059	573
NChap1_final_00003508	A4	81.950	1036	176	7	88	1116	2551	168585589	168584558	174131248	0.0	867	469
NChap1_final_00003508	Y1	94.737	76	3	1	2476	2551	2551	15105894	15105820	343398141	1.90e-23	117	63
NChap1_final_00003508	A1	98.413	63	1	0	2489	2551	2551	286366711	286366649	467141259	8.83e-22	111	60
NChap1_final_00003508	Y2	98.413	63	1	0	2489	2551	2551	145957537	145957599	347874410	8.83e-22	111	60
NChap1_final_00003527	Y2	91.463	246	19	2	411	656	817	223290588	223290345	347874410	4.18e-90	337	182
NChap1_final_00003527	A4	98.990	99	1	0	719	817	817	11744420	11744518	174131248	2.68e-42	178	96
NChap1_final_00003527	Y1	95.960	99	4	0	719	817	817	322210467	322210369	343398141	2.70e-37	161	87
NChap1_final_00003528	Y2	93.531	371	21	3	150	519	1752	223446770	223447138	347874410	1.08e-153	549	297
NChap1_final_00003529	Y2	94.483	290	16	0	360	649	720	223850501	223850790	347874410	1.62e-123	448	242
NChap1_final_00003537	Y2	98.529	136	2	0	1189	1324	1371	307456206	307456341	347874410	5.74e-61	241	130
NChap1_final_00003537	A1	95.082	61	3	0	878	938	1371	78745582	78745642	467141259	1.32e-17	97.1	52
NChap1_final_00003591	Y1	97.035	371	11	0	3	373	674	211747093	211746723	343398141	6.53e-177	625	338
NChap1_final_00003616	Y2	95.431	197	9	0	1212	1408	1844	292895869	292895673	347874410	4.51e-83	315	170
NChap1_final_00003623	A2	87.338	308	39	0	1	308	864	65799332	65799639	327917628	4.40e-95	353	191
NChap1_final_00003623	A4	86.688	308	41	0	1	308	864	82448131	82448438	174131248	9.53e-92	342	185
NChap1_final_00003641	A2	71.880	1362	328	41	1537	2866	3061	327359517	327360855	327917628	3.46e-91	342	185
NChap1_final_00003649	Y1	98.266	173	1	2	1	172	338	219794970	219795141	343398141	6.00e-80	302	163
NChap1_final_00003653	Y1	95.011	461	19	3	455	914	2346	174477824	174478281	343398141	0.0	721	390
NChap1_final_00003653	A1	91.606	274	21	1	1	272	2346	12451913	12452186	467141259	7.24e-102	377	204
NChap1_final_00003653	A2	80.545	257	41	7	1	251	2346	159566851	159567104	327917628	3.64e-45	189	102
NChap1_final_00003653	A4	89.362	47	5	0	226	272	2346	154569438	154569392	174131248	2.98e-06	60.2	32
NChap1_final_00003658	A2	92.771	83	6	0	982	1064	1709	313087061	313086979	327917628	9.77e-25	121	65
NChap1_final_00003662	A1	97.059	34	1	0	635	668	1125	461653871	461653838	467141259	5.07e-06	58.4	31
NChap1_final_00003717	A2	100.000	58	0	0	1762	1819	1962	10126722	10126779	327917628	8.75e-21	108	58
